Emri,Cmimi aktual,Cmimi i vjeter
Android TV BOX FUEGO X96Q  2/16GB,2.990,5.990
XIAOMI TV STICK,4.990,5.990
Android TV BOX FUEGO X98 Plus 4/32GB,4.990,6.990
Android TV BOX FUEGO X98 Plus 4/64GB,5.990,7.990
Xiaomi TV Box S 2nd Gen,N/A,9.990
APPLE TV 4K WI-FI 64GB (2022),N/A,21.990
APPLE TV 4K WI-FI+ETHERNET 128 GB (2022),N/A,24.990
