Emri,Cmimi aktual,Cmimi i vjeter
OOPS EASY MEAL OWL,1.690,2.190
OOPS EASY MEAL SNAIL,1.690,2.190
OOPS ALL I NEED LADYBUG,3.090,3.990
OOPS MY OVAL BACKPACK DOG,3.090,3.990
OOPS ALL I NEED HEDGEHOG,3.090,3.990
OOPS ALL I NEED BEE,3.090,3.990
OOPS EASY TROLLEY OWL,4.590,5.790
OOPS Easy Trolley Ladybug,4.590,5.790
OOPS EASY TROLLEY BEAR,4.590,5.790
OOPS EASY TROLLEY DRAGONFLY,4.590,5.790
