Emri,Cmimi aktual,Cmimi i vjeter
INSTA360 SELFIE STICK 70CM,N/A,2.190
INSTA360 X3 STICKY LENS GUARDS,N/A,2.790
INSTA360 X SERIES CARRY CASE,N/A,3.190
INSTA360 SELFIE STICK 114CM,N/A,3.390
INSTA360 ONE BACK BAR,N/A,4.990
INSTA360 X3 DIVE CASE 50M,N/A,11.990
