Emri,Cmimi aktual,Cmimi i vjeter
NGROHESE LUXELL LX-2819,1.690,1.990
NGROHESE FUEGO PTC2000,2.890,3.490
NGROHESE FUEGO PNH-2000D,3.290,3.690
NGROHESE KUMTEL LX2761,3.990,4.690
NGROHESE KUMTEL KS2710,4.690,5.490
NGROHESE FUEGO PTC3000,4.990,5.190
NGROHESE KUMTEL MH1800,6.190,7.590
NGROHESE FUEGO JH2000R,8.990,10.990
