Emri,Cmimi aktual,Cmimi i vjeter
APARAT PER MATJEN E TENSIONIT BEURER BC27,3.190,3.790
APARAT PER MATJEN E TENSIONIT BEURER BM26,4.390,5.290
MATES PULSI BEURER PO35,5.690,6.790
APARAT PER MATJEN E TENSIONIT BEURER BM28,5.890,6.990
APARAT PER MATJEN E TENSIONIT BEURER BM95,20.790,24.490
