Emri,Cmimi aktual,Cmimi i vjeter
FRIGORIFER FUEGO FGMF448W,11.490,13.990
FRIGORIFER HOOBART HBMF448W,N/A,13.990
FRIGORIFER FUEGO RFFGHOTT85SW,N/A,19.990
FRIGORIFER FUEGO FGTF 484 W/N,N/A,21.990
FRIGORIFER BEKO BU1153N,25.997,44.990
FRIGORIFER MINIBAR FIRST AUSTRIA FA-5172,N/A,29.990
FRIGORIFER MINIBAR FIRST AUSTRIA FA-5172-2,N/A,30.990
FRIGORIFER MINIBAR FIRST AUSTRIA FA-5172-3-BA,N/A,32.990
FRIGORIFER LIEBHERR IRSe 3900,N/A,84.990
