Emri,Cmimi aktual,Cmimi i vjeter
HEKUR DORE FUEGO FG-528,N/A,3.290
HEKUR DORE FIRST AUSTRIA FA-5647-2,N/A,5.290
HEKUR DORE PHILIPS STH3010/70,6.490,7.290
HEKUR DORE PHILIPS STH3020/10,7.490,8.790
HEKUR DORE TEFAL DT9530E1,N/A,14.990
