Emri,Cmimi aktual,Cmimi i vjeter
HEKUR STEAMER PHILIPS STE3150/20,N/A,17.990
HEKUR STEAMER TEFAL IT3440E0,N/A,18.990
HEKUR STEAMER PHILIPS STE3170/80,23.990,27.990
PAJISJE HEKUROSJE AUTOMATIKE TEFAL YT4050E1,79.990,89.990
