Emri,Cmimi aktual,Cmimi i vjeter
MP3 MAKINE AKAI FMT-52BT,497,1.690
MP3 MAKINE AKAI FMT-74BT,997,2.190
MP3 Makine Akai FMT-80BT,997,2.490
MP3 MAKINE AKAI FMT-95BT,1.497,3.490
MP3 MAKINE AKAI FMT-93BT,1.497,3.490
DIKTOFON SONY ICDPX470.CE7,1.997,10.990
