Emri,Cmimi aktual,Cmimi i vjeter
NOKIA 105 (2019) Black,N/A,2.990
NOKIA 106 (2018) Gray,N/A,3.190
NOKIA 125 (2020) Black,N/A,4.490
NOKIA 6300,N/A,4.490
Nokia 6310,N/A,6.490
