Emri,Cmimi aktual,Cmimi i vjeter
CANTE GAMING WHITE SHARK GBP-007 RANGER Navy Blue,1.790,2.290
CANTE GAMING WHITE SHARK GBP-006 SCOUT,1.890,2.190
CANTE GAMING WHITE SHARK GBP-006 SCOUT,N/A,2.190
CANTE GAMING WHITE SHARK GBP-007 RANGER BLACK,N/A,2.390
CANTE GAMING WHITE SHARK GBP-009 TROOPER,3.890,4.490
CANTE GAMING WHITE SHARK GBP-002 DARK NOMAD,5.590,6.990
CANTE GAMING WHITE SHARK GBP-008 NIGHT RIDER,5.890,7.990
