Emri,Cmimi aktual,Cmimi i vjeter
FTOHES LAPTOPI WHITE SHARK  CP-25,2.230,2.790
FTOHES LAPTOPI RAMPAGE PROTE R6 RGB LIGHTED 6,2.870,3.590
FTOHES LAPTOPI WHITE SHARK GCP-13,2.870,3.590
FTOHES LAPTOPI WHITE SHARK GCP-29,2.870,3.590
FTOHES LAPTOPI WHITE SHARK  GCP-03,2.950,3.690
