Emri,Cmimi aktual,Cmimi i vjeter
PLAYSTATION PORTAL REMOTE PLAYER,N/A,22.990
PS5 PLAYSTATION 5 CONSOLE SLIM,52.990,58.990
PlayStation 5 + God of War Ragnarok,60.797,66.997
PS5 PLAYSTATION 5 CONSOLE +  CALL OF DUTY: MW3,62.990,67.990
PS5 PLAYSTATION 5 CONSOLE SLIM D CHASSIS+DS WHITE,63.990,66.990
