Emri,Cmimi aktual,Cmimi i vjeter
DVD+R KODAK 4 PC 16X 4.7GB 120,137,290
CD KODAK CD-R 52X SLIM CASE,N/A,150
DVD-R PLEOMAX  4.7GB 16X DXG4,N/A,150
DVD+R PLEOMAX 4.7GB 16X DXP47,357,590
CD OPTIMAL CD-R 52X 50-COPE,1.097,1.690
