Emri,Cmimi aktual,Cmimi i vjeter
KOMBINAT PHILIPS HR7320/00,12.990,15.590
KOMBINAT KUZHINE BOSCH MCM4000,N/A,13.590
KOMBINAT KUZHINE BOSCH MUMS2AW00,14.990,16.990
KOMBINAT KUZHINE BOSCH MC812S820,24.990,34.690
KOMBINAT PHILIPS HR7778/00,34.990,41.990
KOMBINAT BOSCH MUM58920,39.990,44.990
KOMBINAT KENWOOD Kmx750bk,N/A,49.990
KOMBINAT KUZHINE BOSCH MUM5XW40,54.990,69.990
