Emri,Cmimi aktual,Cmimi i vjeter
BERESE BUKE FIRST AUSTRIA FA-5152-3,11.990,15.990
BERESE BUKE TEFAL PF210138,14.490,16.990
BERESE BUKE TEFAL PF240E38,18.990,22.490
BERESE BUKE TEFAL PF220838,N/A,21.490
